label,id
0,gossipcop-2405182303
0,gossipcop-871936
0,gossipcop-867179
0,gossipcop-855770
0,gossipcop-910784
0,gossipcop-901781
0,gossipcop-869347
0,gossipcop-942097
0,gossipcop-923732
0,gossipcop-902044
0,gossipcop-2796368055
0,gossipcop-911867
0,gossipcop-928651
0,gossipcop-867190
0,gossipcop-1526103103
0,gossipcop-945178
0,gossipcop-869309
0,gossipcop-924328
0,gossipcop-955836
0,gossipcop-927974
0,gossipcop-863185
0,gossipcop-931344
0,gossipcop-933110
0,gossipcop-914666
0,gossipcop-6052102342
0,gossipcop-882651
0,gossipcop-873607
0,gossipcop-902939
0,gossipcop-930791
0,gossipcop-8712714934
0,gossipcop-7646322922
0,gossipcop-4899061600
0,gossipcop-886551
0,gossipcop-948353
0,gossipcop-947679
0,gossipcop-938610
0,gossipcop-928271
0,gossipcop-871166
0,gossipcop-880032
0,gossipcop-4471293231
0,gossipcop-888411
0,gossipcop-905535
0,gossipcop-6437882281
0,gossipcop-889651
0,gossipcop-843632
0,gossipcop-863864
0,gossipcop-7158572267
0,gossipcop-2019733185
0,gossipcop-884102
0,gossipcop-893291
0,gossipcop-880685
0,gossipcop-942493
0,gossipcop-864164
0,gossipcop-926824
0,gossipcop-870277
0,gossipcop-911420
0,gossipcop-859838
0,gossipcop-900681
0,gossipcop-918110
0,gossipcop-929657
0,gossipcop-7221006065
0,gossipcop-7302050641
0,gossipcop-914686
0,gossipcop-861014
0,gossipcop-841889
0,gossipcop-842193
0,gossipcop-942374
0,gossipcop-946574
0,gossipcop-867711
0,gossipcop-892722
0,gossipcop-897044
0,gossipcop-944207
0,gossipcop-894527
0,gossipcop-847779
0,gossipcop-891234
0,gossipcop-913324
0,gossipcop-927692
0,gossipcop-861830
0,gossipcop-3480587019
0,gossipcop-925565
0,gossipcop-893687
0,gossipcop-909436
0,gossipcop-5755239230
0,gossipcop-5280770391
0,gossipcop-905276
0,gossipcop-4081333587
0,gossipcop-863229
0,gossipcop-869485
0,gossipcop-850113
0,gossipcop-869445
0,gossipcop-888811
0,gossipcop-901378
0,gossipcop-871006
0,gossipcop-8139891112
0,gossipcop-845374
0,gossipcop-951479
0,gossipcop-941002
0,gossipcop-898927
0,gossipcop-947202
0,gossipcop-898391
0,gossipcop-852002
0,gossipcop-888155
0,gossipcop-858989
0,gossipcop-918744
0,gossipcop-896154
0,gossipcop-3848986922
0,gossipcop-864098
0,gossipcop-927543
0,gossipcop-8209599935
0,gossipcop-923531
0,gossipcop-5154064086
0,gossipcop-8560506152
0,gossipcop-878750
0,gossipcop-909114
0,gossipcop-344385140
0,gossipcop-952985
0,gossipcop-7940502853
0,gossipcop-1887517434
0,gossipcop-930379
0,gossipcop-907034
0,gossipcop-885981
0,gossipcop-932845
0,gossipcop-892328
0,gossipcop-1836357490
0,gossipcop-942960
0,gossipcop-865852
0,gossipcop-953836
0,gossipcop-8469534001
0,gossipcop-940878
0,gossipcop-6364120872
0,gossipcop-5395575299
0,gossipcop-891410
0,gossipcop-911062
0,gossipcop-951259
0,gossipcop-876845
0,gossipcop-876293
0,gossipcop-1336256939
0,gossipcop-891302
0,gossipcop-939232
0,gossipcop-854218
0,gossipcop-266203600
0,gossipcop-1277722904
0,gossipcop-923229
0,gossipcop-871206
0,gossipcop-9579681666
0,gossipcop-3358636700
0,gossipcop-897793
0,gossipcop-913974
0,gossipcop-952865
0,gossipcop-931709
0,gossipcop-938211
0,gossipcop-894098
0,gossipcop-874790
0,gossipcop-921877
0,gossipcop-1903074961
0,gossipcop-849275
0,gossipcop-929443
0,gossipcop-9625760504
0,gossipcop-867562
0,gossipcop-896438
0,gossipcop-858957
0,gossipcop-911642
0,gossipcop-1527285630
0,gossipcop-6042070700
0,gossipcop-887418
0,gossipcop-945365
0,gossipcop-912507
0,gossipcop-947881619
0,gossipcop-695280340
0,gossipcop-859883
0,gossipcop-907872
0,gossipcop-923342
0,gossipcop-867756
0,gossipcop-7218622338
0,gossipcop-6981423094
0,gossipcop-835654
0,gossipcop-879029
0,gossipcop-955627
0,gossipcop-910887
0,gossipcop-875068
0,gossipcop-864966
0,gossipcop-856928
0,gossipcop-938895
0,gossipcop-3799330435
0,gossipcop-842794
0,gossipcop-953935
0,gossipcop-883970
0,gossipcop-894689
0,gossipcop-881584
0,gossipcop-856933
0,gossipcop-9803355507
0,gossipcop-937543
0,gossipcop-843265
0,gossipcop-922827
0,gossipcop-28951896
0,gossipcop-914021
0,gossipcop-942438
0,gossipcop-881731
0,gossipcop-5349004367
0,gossipcop-948940
0,gossipcop-947549
0,gossipcop-896502
0,gossipcop-954366
0,gossipcop-9285642638
0,gossipcop-871305
0,gossipcop-1126928115
0,gossipcop-897480
0,gossipcop-953144
0,gossipcop-911489
0,gossipcop-842955
0,gossipcop-897921
0,gossipcop-886728
0,gossipcop-1548429285
0,gossipcop-870955
0,gossipcop-908262
0,gossipcop-907630
0,gossipcop-847639
0,gossipcop-845297
0,gossipcop-994194865
0,gossipcop-877128
0,gossipcop-2036164839
0,gossipcop-924387
0,gossipcop-946855
0,gossipcop-899031
0,gossipcop-929511
0,gossipcop-886689
0,gossipcop-890949
0,gossipcop-894471
0,gossipcop-6678965915
0,gossipcop-861123
0,gossipcop-919907
0,gossipcop-902510
0,gossipcop-2627900593
0,gossipcop-899742
0,gossipcop-934365
0,gossipcop-895992
0,gossipcop-909141
0,gossipcop-8859694590
0,gossipcop-858617
0,gossipcop-978739520
0,gossipcop-848822
0,gossipcop-7177802545
0,gossipcop-881112
0,gossipcop-888965
0,gossipcop-846683
0,gossipcop-884629
0,gossipcop-857325
0,gossipcop-877817
0,gossipcop-865878
0,gossipcop-896779
0,gossipcop-906031
0,gossipcop-933269
0,gossipcop-907240
0,gossipcop-905201
0,gossipcop-945772
0,gossipcop-915930066
0,gossipcop-949040
0,gossipcop-898531523
0,gossipcop-860746
0,gossipcop-951880
0,gossipcop-887265
0,gossipcop-847361
0,gossipcop-923778
0,gossipcop-7036026897
0,gossipcop-915456
0,gossipcop-6675497544
0,gossipcop-867640
0,gossipcop-3631145552
0,gossipcop-8213611378
0,gossipcop-843144
0,gossipcop-954483
0,gossipcop-909931
0,gossipcop-952738
0,gossipcop-871817
0,gossipcop-844206
0,gossipcop-894350
0,gossipcop-875021
0,gossipcop-845543
0,gossipcop-7058894943
0,gossipcop-857342
0,gossipcop-893971
0,gossipcop-916097
0,gossipcop-891111
0,gossipcop-871037
0,gossipcop-843091
0,gossipcop-4394027963
0,gossipcop-954902
0,gossipcop-2887233910
0,gossipcop-863589
0,gossipcop-845921
0,gossipcop-887976
0,gossipcop-2218190845
0,gossipcop-899993
0,gossipcop-944410
0,gossipcop-867346
0,gossipcop-917794
0,gossipcop-914914
0,gossipcop-873752
0,gossipcop-7754577216
0,gossipcop-4696977813
0,gossipcop-3877033933
0,gossipcop-953702
0,gossipcop-896752
0,gossipcop-8330888256
0,gossipcop-3083904320
0,gossipcop-863571
0,gossipcop-914882
0,gossipcop-928886
0,gossipcop-2301664029
0,gossipcop-916782
0,gossipcop-7192816740
0,gossipcop-937103
0,gossipcop-938122
0,gossipcop-870814
0,gossipcop-900278
0,gossipcop-5663764889
0,gossipcop-905471
0,gossipcop-883215
0,gossipcop-844508
0,gossipcop-927630
0,gossipcop-861712
0,gossipcop-925275
0,gossipcop-901234
0,gossipcop-890088
0,gossipcop-844810
0,gossipcop-885194
0,gossipcop-858911
0,gossipcop-889462
0,gossipcop-862967
0,gossipcop-843642
0,gossipcop-885271
0,gossipcop-2369722026
0,gossipcop-8342414455
0,gossipcop-745923114
0,gossipcop-867308
0,gossipcop-924252
0,gossipcop-885134
0,gossipcop-845756
0,gossipcop-3014483144
0,gossipcop-924695
0,gossipcop-7591287911
0,gossipcop-7897551259
0,gossipcop-865268
0,gossipcop-930093
0,gossipcop-914524
0,gossipcop-911379
0,gossipcop-875995
0,gossipcop-904578
0,gossipcop-888352
0,gossipcop-853694
0,gossipcop-888709
0,gossipcop-860947
0,gossipcop-901154
0,gossipcop-4787343228
0,gossipcop-893437
0,gossipcop-213925729
0,gossipcop-898599
0,gossipcop-871084
0,gossipcop-897067
0,gossipcop-955821
0,gossipcop-906067
0,gossipcop-844353
0,gossipcop-889693
0,gossipcop-896948
0,gossipcop-884433
0,gossipcop-900636
0,gossipcop-9721947560
0,gossipcop-845531
0,gossipcop-930700
0,gossipcop-845243
0,gossipcop-846155
0,gossipcop-926981
0,gossipcop-919417
0,gossipcop-860904
0,gossipcop-863196
0,gossipcop-876363
0,gossipcop-855786
0,gossipcop-881138
0,gossipcop-884707
0,gossipcop-909617
0,gossipcop-895645
0,gossipcop-912377
0,gossipcop-844273
0,gossipcop-59475133
0,gossipcop-911371
0,gossipcop-889443
0,gossipcop-909671
0,gossipcop-852286
0,gossipcop-851934
0,gossipcop-4469154661
0,gossipcop-2480559335
0,gossipcop-910129
0,gossipcop-846437
0,gossipcop-900011
0,gossipcop-917142
0,gossipcop-6708589182
0,gossipcop-9131237064
0,gossipcop-882328
0,gossipcop-3294462993
0,gossipcop-3205422760
0,gossipcop-856873
0,gossipcop-866133
0,gossipcop-877968
0,gossipcop-879790994
0,gossipcop-860884
0,gossipcop-919811
0,gossipcop-863677
0,gossipcop-852454
0,gossipcop-8609176473
0,gossipcop-930313
0,gossipcop-930389
0,gossipcop-878745
0,gossipcop-898942
0,gossipcop-4375192538
0,gossipcop-913415
0,gossipcop-844692
0,gossipcop-900856
0,gossipcop-892393
0,gossipcop-1628359937
0,gossipcop-878327
0,gossipcop-944799
0,gossipcop-906196
0,gossipcop-905143
0,gossipcop-917755
0,gossipcop-848552
0,gossipcop-2803104098
0,gossipcop-928266
0,gossipcop-930676
0,gossipcop-860376
0,gossipcop-850456
0,gossipcop-886662
0,gossipcop-3714410350
0,gossipcop-947034
0,gossipcop-1632389986
0,gossipcop-883369
0,gossipcop-868067
0,gossipcop-884840
0,gossipcop-935076
0,gossipcop-863520
0,gossipcop-863610
0,gossipcop-859499
0,gossipcop-851770
0,gossipcop-1720994729
0,gossipcop-7642653086
0,gossipcop-9188797765
0,gossipcop-950057
0,gossipcop-949009
0,gossipcop-3222244840
0,gossipcop-941090
0,gossipcop-2274729224
0,gossipcop-917974
0,gossipcop-891037
0,gossipcop-7747294421
0,gossipcop-866557
0,gossipcop-843559
0,gossipcop-880558
0,gossipcop-945341
0,gossipcop-847722
0,gossipcop-935719
0,gossipcop-917341
0,gossipcop-883114
0,gossipcop-912976
0,gossipcop-915999
0,gossipcop-846989
0,gossipcop-869297
0,gossipcop-6758645995
0,gossipcop-951127
0,gossipcop-939952
0,gossipcop-899566
0,gossipcop-889165
0,gossipcop-930941
0,gossipcop-851870
0,gossipcop-1086231022
0,gossipcop-3062580207
0,gossipcop-952254
0,gossipcop-913313
0,gossipcop-860267
0,gossipcop-876438
0,gossipcop-6111365103
0,gossipcop-846170
0,gossipcop-7319293593
0,gossipcop-865180
0,gossipcop-934165
0,gossipcop-881622
0,gossipcop-887546
0,gossipcop-874274
0,gossipcop-895435
0,gossipcop-875595
0,gossipcop-907471
0,gossipcop-908778
0,gossipcop-897178
0,gossipcop-2964421045
0,gossipcop-841874
0,gossipcop-918019
0,gossipcop-896836
0,gossipcop-869508
0,gossipcop-9533806331
0,gossipcop-6058088749
0,gossipcop-912590
0,gossipcop-864077
0,gossipcop-9619192400
0,gossipcop-954261
0,gossipcop-929600
0,gossipcop-929485
0,gossipcop-938246
0,gossipcop-940077
0,gossipcop-908615
0,gossipcop-915080
0,gossipcop-847203
0,gossipcop-881302
0,gossipcop-163343752
0,gossipcop-8791564318
0,gossipcop-1026793571
0,gossipcop-7080157962
0,gossipcop-891887
0,gossipcop-3689892587
0,gossipcop-8249025638
0,gossipcop-890193
0,gossipcop-842133
0,gossipcop-941853
0,gossipcop-937293
0,gossipcop-895050
0,gossipcop-861839
0,gossipcop-918924
0,gossipcop-4517095073
0,gossipcop-923736
0,gossipcop-213006330
0,gossipcop-872771
0,gossipcop-8201978839
0,gossipcop-9566577328
0,gossipcop-942400
0,gossipcop-4154743873
0,gossipcop-899234
0,gossipcop-937658
0,gossipcop-905922
0,gossipcop-4301878959
0,gossipcop-910865
0,gossipcop-940898
0,gossipcop-951201
0,gossipcop-843878
0,gossipcop-938801
0,gossipcop-912855
0,gossipcop-885398
0,gossipcop-887880
0,gossipcop-852098
0,gossipcop-905409
0,gossipcop-911970
0,gossipcop-1615677123
0,gossipcop-945282
0,gossipcop-1457904080
0,gossipcop-858172
0,gossipcop-858246
0,gossipcop-9233497353
0,gossipcop-875487
0,gossipcop-941239
0,gossipcop-4835702276
0,gossipcop-904865
0,gossipcop-4563591133
0,gossipcop-917412
0,gossipcop-1031800447
0,gossipcop-948674
0,gossipcop-862466
0,gossipcop-843491
0,gossipcop-878951
0,gossipcop-900612
0,gossipcop-882611
0,gossipcop-4719602650
0,gossipcop-898770
0,gossipcop-907755
0,gossipcop-903351
0,gossipcop-845261
0,gossipcop-941430
0,gossipcop-3138987908
0,gossipcop-893703
0,gossipcop-5763931301
0,gossipcop-1122776662
0,gossipcop-903851
0,gossipcop-914543
0,gossipcop-903320
0,gossipcop-868437
0,gossipcop-946850
0,gossipcop-875057
0,gossipcop-847312
0,gossipcop-914613
0,gossipcop-6105083560
0,gossipcop-910891
0,gossipcop-906206
0,gossipcop-1976736399
0,gossipcop-881311
0,gossipcop-8779895915
0,gossipcop-836638
0,gossipcop-861212
0,gossipcop-2527168819
0,gossipcop-908165
0,gossipcop-873003
0,gossipcop-947543
0,gossipcop-897324
0,gossipcop-870637
0,gossipcop-952610
0,gossipcop-884026
0,gossipcop-22281334
0,gossipcop-6669806891
0,gossipcop-903611
0,gossipcop-5366274514
0,gossipcop-919937
0,gossipcop-942943
0,gossipcop-872841
0,gossipcop-934076
0,gossipcop-946388
0,gossipcop-5189015490
0,gossipcop-6649083708
0,gossipcop-5382417683
0,gossipcop-889382
0,gossipcop-5724243419
0,gossipcop-852392
0,gossipcop-921448
0,gossipcop-9347053063
0,gossipcop-886127
0,gossipcop-858825
0,gossipcop-924272
0,gossipcop-656513706
0,gossipcop-3663541013
0,gossipcop-873227
0,gossipcop-932266
0,gossipcop-917409
0,gossipcop-899385
0,gossipcop-889661
0,gossipcop-946197
0,gossipcop-6448212996
0,gossipcop-887144
0,gossipcop-894033
0,gossipcop-6982132348
0,gossipcop-1705101669
0,gossipcop-866945
0,gossipcop-878128
0,gossipcop-875708
0,gossipcop-926052
0,gossipcop-857992
0,gossipcop-854518
0,gossipcop-2787961579
0,gossipcop-926312
0,gossipcop-1749251349
0,gossipcop-898201
0,gossipcop-4885669616
0,gossipcop-909865
0,gossipcop-929883
0,gossipcop-942247
0,gossipcop-5511468130
0,gossipcop-4890355966
0,gossipcop-861364
0,gossipcop-921968
0,gossipcop-937715
0,gossipcop-911900
0,gossipcop-947028
0,gossipcop-8783786611
0,gossipcop-940508
0,gossipcop-903201
0,gossipcop-934335
0,gossipcop-870677
0,gossipcop-883235
0,gossipcop-893428
0,gossipcop-903362
0,gossipcop-887602
0,gossipcop-919571
0,gossipcop-857662
0,gossipcop-899844
0,gossipcop-866888
0,gossipcop-900297
0,gossipcop-847322
0,gossipcop-902045
0,gossipcop-916039
0,gossipcop-887301
0,gossipcop-933601
0,gossipcop-859013
0,gossipcop-867115
0,gossipcop-936836
0,gossipcop-944141
0,gossipcop-858236
0,gossipcop-884324
0,gossipcop-861538
0,gossipcop-5428560010
0,gossipcop-853874
0,gossipcop-925062
0,gossipcop-860556
0,gossipcop-8165063873
0,gossipcop-908296
0,gossipcop-848097
0,gossipcop-857795
0,gossipcop-927944
0,gossipcop-848539
0,gossipcop-938398
0,gossipcop-853154
0,gossipcop-6048462622
0,gossipcop-903916
0,gossipcop-950800
0,gossipcop-849753
0,gossipcop-4084135030
0,gossipcop-946251
0,gossipcop-930819
0,gossipcop-693095047
0,gossipcop-6707956876
0,gossipcop-873384
0,gossipcop-844078
0,gossipcop-929896
0,gossipcop-880054
0,gossipcop-860332
0,gossipcop-947456
0,gossipcop-879195
0,gossipcop-938925
0,gossipcop-887194
0,gossipcop-895462
0,gossipcop-930496
0,gossipcop-874313
0,gossipcop-906939
0,gossipcop-919774
0,gossipcop-7382234917
0,gossipcop-898787
0,gossipcop-1361560822
0,gossipcop-868053
0,gossipcop-955305
0,gossipcop-954682
0,gossipcop-860167
0,gossipcop-856672
0,gossipcop-4419486051
0,gossipcop-865310
0,gossipcop-9970966071
0,gossipcop-933154
0,gossipcop-3569542889
0,gossipcop-924536
0,gossipcop-941651
0,gossipcop-843710
0,gossipcop-854396
0,gossipcop-9393662304
0,gossipcop-899080
0,gossipcop-5061123187
0,gossipcop-8329990493
0,gossipcop-871593
0,gossipcop-911209
0,gossipcop-872770
0,gossipcop-882409
0,gossipcop-2575033608
0,gossipcop-843997
0,gossipcop-8349914612
0,gossipcop-5879758005
0,gossipcop-887859
0,gossipcop-928861
0,gossipcop-5241899341
0,gossipcop-919221
0,gossipcop-941695
0,gossipcop-888922
0,gossipcop-8052204728
0,gossipcop-562893178
0,gossipcop-874129
0,gossipcop-928457
0,gossipcop-912212
0,gossipcop-2665407365
0,gossipcop-7078632828
0,gossipcop-9847720386
0,gossipcop-928371
0,gossipcop-881755
0,gossipcop-900960
0,gossipcop-883984
0,gossipcop-879535
0,gossipcop-922318
0,gossipcop-947886
0,gossipcop-908959
0,gossipcop-869437
0,gossipcop-908795
0,gossipcop-948396
0,gossipcop-881051
0,gossipcop-889393
0,gossipcop-926208
0,gossipcop-494121829
0,gossipcop-923829
0,gossipcop-881264
0,gossipcop-946411
0,gossipcop-8353894138
0,gossipcop-870656
0,gossipcop-837447
0,gossipcop-874496
0,gossipcop-933665
0,gossipcop-904109
0,gossipcop-9756692853
0,gossipcop-894336
0,gossipcop-866939
0,gossipcop-887070
0,gossipcop-907581
0,gossipcop-937620
0,gossipcop-941363
0,gossipcop-876810
0,gossipcop-909623
0,gossipcop-897863
0,gossipcop-3075194602
0,gossipcop-3031768995
0,gossipcop-6148217609
0,gossipcop-5584092319
0,gossipcop-864338
0,gossipcop-923288
0,gossipcop-857338
0,gossipcop-917644
0,gossipcop-4625002166
0,gossipcop-953842
0,gossipcop-242084790
0,gossipcop-945556
0,gossipcop-927026
0,gossipcop-861761
0,gossipcop-951234
0,gossipcop-936616
0,gossipcop-864165
0,gossipcop-2150896615
0,gossipcop-853146
0,gossipcop-879006
0,gossipcop-846344
0,gossipcop-847810
0,gossipcop-929844
0,gossipcop-852740
0,gossipcop-891353
0,gossipcop-850107
0,gossipcop-913571
0,gossipcop-935196
0,gossipcop-942801
0,gossipcop-911137
0,gossipcop-871672
0,gossipcop-1694904591
0,gossipcop-904870
0,gossipcop-253060842
0,gossipcop-857388
0,gossipcop-906530
0,gossipcop-8817051852
0,gossipcop-949110
0,gossipcop-882907
0,gossipcop-866144
0,gossipcop-945781
0,gossipcop-927521
0,gossipcop-935584
0,gossipcop-3339827367
0,gossipcop-906097
0,gossipcop-955531
0,gossipcop-843689
0,gossipcop-908610
0,gossipcop-4667952878
0,gossipcop-944858
0,gossipcop-905786
0,gossipcop-918705
0,gossipcop-8781100192
0,gossipcop-937542
0,gossipcop-919148
0,gossipcop-887285
0,gossipcop-883606
0,gossipcop-928948
0,gossipcop-925200
0,gossipcop-947073
0,gossipcop-898381
0,gossipcop-905733
0,gossipcop-916489
0,gossipcop-918509
0,gossipcop-900152
0,gossipcop-842971
0,gossipcop-6259225104
0,gossipcop-893513
0,gossipcop-890723
0,gossipcop-842768
0,gossipcop-912472
0,gossipcop-7837023409
0,gossipcop-5352369226
0,gossipcop-852346
0,gossipcop-976889623
0,gossipcop-859429
0,gossipcop-882659
0,gossipcop-9786306448
0,gossipcop-892627
0,gossipcop-858289
0,gossipcop-8125535833
0,gossipcop-9148983580
0,gossipcop-880645
0,gossipcop-875976
0,gossipcop-8356295970
0,gossipcop-2900876530
0,gossipcop-904984
0,gossipcop-919612
0,gossipcop-857428
0,gossipcop-9881190298
0,gossipcop-944517
0,gossipcop-942383
0,gossipcop-952668
0,gossipcop-895583
0,gossipcop-922874
0,gossipcop-951047
0,gossipcop-893855
0,gossipcop-896786
0,gossipcop-857681
0,gossipcop-940337
0,gossipcop-891977
0,gossipcop-855226
0,gossipcop-872856
0,gossipcop-861815
0,gossipcop-9364278558
0,gossipcop-5810460358
0,gossipcop-1475623156
0,gossipcop-8904022923
0,gossipcop-849175
0,gossipcop-956070
0,gossipcop-910772
0,gossipcop-864152
0,gossipcop-846606
0,gossipcop-863557
0,gossipcop-6749991746
0,gossipcop-896737
0,gossipcop-927069
0,gossipcop-884638
0,gossipcop-946884
0,gossipcop-1917210346
0,gossipcop-875624
0,gossipcop-9660207460
0,gossipcop-937588
0,gossipcop-929627
0,gossipcop-911953
0,gossipcop-850738
0,gossipcop-890607
0,gossipcop-925150
0,gossipcop-924353
0,gossipcop-946931
0,gossipcop-915134
0,gossipcop-907007
0,gossipcop-858750
0,gossipcop-3071347319
0,gossipcop-1488759008
0,gossipcop-8430063090
0,gossipcop-898062
0,gossipcop-876566
0,gossipcop-9567500636
0,gossipcop-860041
0,gossipcop-907385
0,gossipcop-895308
0,gossipcop-892742
0,gossipcop-900589
0,gossipcop-938696
0,gossipcop-908538
0,gossipcop-9100336642
0,gossipcop-847038
0,gossipcop-901871
0,gossipcop-945108
0,gossipcop-913569
0,gossipcop-5577743384
0,gossipcop-8686054156
0,gossipcop-916893
0,gossipcop-867820
0,gossipcop-871018
0,gossipcop-940199
0,gossipcop-864424
0,gossipcop-936443
0,gossipcop-855614
0,gossipcop-883144
0,gossipcop-869091
0,gossipcop-3866973106
0,gossipcop-847921
0,gossipcop-7954213149
0,gossipcop-888418
0,gossipcop-919624
0,gossipcop-4942308766
0,gossipcop-888650
0,gossipcop-937729
0,gossipcop-7619515750
0,gossipcop-931328
0,gossipcop-1156925967
0,gossipcop-852094
0,gossipcop-223393871
0,gossipcop-860842
0,gossipcop-887999
0,gossipcop-7908910194
0,gossipcop-912891
0,gossipcop-853312
0,gossipcop-1143106542
0,gossipcop-864788
0,gossipcop-862560
0,gossipcop-9763411264
0,gossipcop-891229
0,gossipcop-6509869720
0,gossipcop-917257
0,gossipcop-2351174301
0,gossipcop-4254023340
0,gossipcop-914482
0,gossipcop-1946072246
0,gossipcop-911920
0,gossipcop-876802
0,gossipcop-945981
0,gossipcop-847529
0,gossipcop-9411510997
0,gossipcop-3614016027
0,gossipcop-976775169
0,gossipcop-884193
0,gossipcop-896292
0,gossipcop-222305674
0,gossipcop-934661
0,gossipcop-5852810951
0,gossipcop-858817
0,gossipcop-950414
0,gossipcop-7430281936
0,gossipcop-888715
0,gossipcop-2055017380
0,gossipcop-869257
0,gossipcop-918216
0,gossipcop-900925
0,gossipcop-948798
0,gossipcop-927083
0,gossipcop-866740
0,gossipcop-947719
0,gossipcop-7819119595
0,gossipcop-917573
0,gossipcop-930973
0,gossipcop-874218
0,gossipcop-876106
0,gossipcop-6355820328
0,gossipcop-881613
0,gossipcop-886099
0,gossipcop-926697
0,gossipcop-850355
0,gossipcop-874484
0,gossipcop-898241
0,gossipcop-952192
0,gossipcop-897694
0,gossipcop-930532
0,gossipcop-9194768254
0,gossipcop-846660
0,gossipcop-9080361625
0,gossipcop-852302
0,gossipcop-4539724984
0,gossipcop-884796
0,gossipcop-66595579
0,gossipcop-881665
0,gossipcop-5656708487
0,gossipcop-472983284
0,gossipcop-955735
0,gossipcop-869522289
0,gossipcop-891378
0,gossipcop-4174987776
0,gossipcop-6106762038
0,gossipcop-858333
0,gossipcop-941177
0,gossipcop-6525009203
0,gossipcop-3179316421
0,gossipcop-886414
0,gossipcop-871742
0,gossipcop-5130254143
0,gossipcop-926575
0,gossipcop-898810
0,gossipcop-924403
0,gossipcop-846907177
0,gossipcop-1584523188
0,gossipcop-900090
0,gossipcop-932351
0,gossipcop-847620
0,gossipcop-884766
0,gossipcop-880147
0,gossipcop-874450
0,gossipcop-943514
0,gossipcop-887334
0,gossipcop-66337376
0,gossipcop-1843695308
0,gossipcop-8929894475
0,gossipcop-9516933793
0,gossipcop-868178
0,gossipcop-7313994513
0,gossipcop-899630
0,gossipcop-918824
0,gossipcop-913917
0,gossipcop-926673
0,gossipcop-916487
0,gossipcop-833797
0,gossipcop-881985
0,gossipcop-944061
0,gossipcop-917773
0,gossipcop-917531
0,gossipcop-871804
0,gossipcop-953188
0,gossipcop-858693
0,gossipcop-925002
0,gossipcop-865678
0,gossipcop-876646
0,gossipcop-885325
0,gossipcop-886465
0,gossipcop-3264479815
0,gossipcop-954129
0,gossipcop-885121
0,gossipcop-904790
0,gossipcop-863801
0,gossipcop-863505
0,gossipcop-847499
0,gossipcop-899059
0,gossipcop-7072867151
0,gossipcop-887715
0,gossipcop-2967771120
0,gossipcop-5627872766
0,gossipcop-4708420571
0,gossipcop-875385
0,gossipcop-4636721623
0,gossipcop-853000
0,gossipcop-897620
0,gossipcop-871148
0,gossipcop-890994
0,gossipcop-965487766
0,gossipcop-2160787427
0,gossipcop-947579
0,gossipcop-843536
0,gossipcop-496337708
0,gossipcop-895028
0,gossipcop-919173
0,gossipcop-947919
0,gossipcop-897468
0,gossipcop-872810
0,gossipcop-4576152851
0,gossipcop-887233
0,gossipcop-930065
0,gossipcop-935332
0,gossipcop-923504
0,gossipcop-892228
0,gossipcop-948328
0,gossipcop-855460
0,gossipcop-842933
